LEAID,boarddocs_url,school_district_from_boarddocs,LEA_NAME,address_from_boarddocs,home_website_from_boarddocs,phone_from_nces
3904364,https://go.boarddocs.com/oh/bbhcsd/Board.nsf/Public,Brecksville-Broadview Heights City School District OH,Brecksville-Broadview Heights City,"6638 Mill Road, Brecksville, OH  44141 | 440-740-4000",bbhcsd.org,(440) 740-4000
4208280,https://go.boarddocs.com/pa/fora/Board.nsf/Public,Forest Area School District,Forest Area SD,"22318 Route 62, Box 16 | Tionesta, PA 16353 | 814.755.4491",forestareaschools.org,(814) 755-4491
5102160,https://go.boarddocs.com/vsba/lcs/Board.nsf/Public,Lancaster County Public Schools,Lancaster County Public Schools,"P.O.Box 2000| Kilmarnock, Virginia 22482-2000| 804-462-5100",lcs.k12.va.us,(804) 462-5100
5101020,https://go.boarddocs.com/va/craig/Board.nsf/Public,Craig County Public Schools,Craig County Public Schools,"6 Alleghany Cr., New Castle, VA 24127",craig.k12.va.us,(540) 864-5191
3680580,https://go.boarddocs.com/ny/ocmboces/Board.nsf/Public,Onondaga Cortland Madison BOCES,ONONDAGA-CORTLAND-MADISON BOCES,,ocmboces.org,(315) 433-2602
3414880,https://go.boarddocs.com/nj/shto/Board.nsf/Public,Shamong Township Schools,Shamong Township School District,"295 Indian Mills Road | Shamong, NJ 08088 | (609) 268-0316 | f (609) 268-1229",shamongschools.org,(609) 268-0120
3025890,https://go.boarddocs.com/mt/target/Board.nsf/Public,Target Range School,Target Range Elem,"4095 South Avenue West  Missoula, MT 59804 | 406-549-9239",target.k12.mt.us,(406) 549-9239
616320,https://go.boarddocs.com/ca/guerneville/Board.nsf/Public,Guerneville School District,Guerneville Elementary,"14630 Armstrong Woods Road, Guerneville, CA 95446 | 707.869.2864",guernevilleschool.org,(707) 869-2864
2625400,https://go.boarddocs.com/mi/nice/Board.nsf/Public,NICE Community School District,NICE Community School District,,nice.k12.mi.us,(906) 485-1021
4203510,https://go.boarddocs.com/pa/bthl/Board.nsf/Public,Bethel Park School District,Bethel Park SD,"301 Church Road, Bethel Park, PA  15102",bpsd.org,(412) 833-5000
3904642,https://go.boarddocs.com/oh/beaverls/Board.nsf/Public,Beaver Local Schools,Beaver Local,,beaver.k12.oh.us,(330) 385-6831
5305130,https://go.boarddocs.com/wa/mpswa/Board.nsf/Public,Monroe School District,Monroe School District,"14692 179th AVE SE |Monroe, WA 98272 | Phone: 360-804-2501",monroe.wednet.edu,(360) 804-2500
4900750,https://go.boarddocs.com/ut/pcsd/Board.nsf/Public,BOARD OF EDUCATION,Park City District,,pcschools.us,(435) 645-5600
3904365,https://go.boarddocs.com/oh/brooklyn/Board.nsf/Public,Brooklyn City School District,Brooklyn City,"9200 Biddulph Rd. | Brooklyn, Ohio 44144 | p 216-485-8100 | f 216-485-8118",brooklyn.k12.oh.us,(216) 485-8100
506120,https://go.boarddocs.com/ar/fayar/Board.nsf/Public,Fayetteville Public Schools,FAYETTEVILLE SCHOOL DISTRICT,"1000 West Bulldog Blvd. Fayetteville, AR 72701 | 479-444-3000",fayar.net,(479) 444-3000
2624420,https://go.boarddocs.com/mi/mrose/Board.nsf/Public,Montrose Community Schools,Montrose Community Schools,,montroseschools.org,(810) 591-8811
1804080,https://go.boarddocs.com/in/greens/Board.nsf/Public,Greensburg Community Schools,Greensburg Community Schools,,greensburg.k12.in.us,(812) 663-4774
4222060,https://go.boarddocs.com/pa/spar/Board.nsf/Public,South Park School District,South Park SD,"2005 Eagle Drive, South Park, PA 15129",sparksd.org,(412) 655-3111
1802130,https://go.boarddocs.com/in/clintoncsc/Board.nsf/Public,Clinton Central School Corporation,Clinton Central School Corporation,"725 N. State Rd. 29 Michigantown, IN 46057 | (765) 249-2515",clintoncentral.org,(765) 249-2515
3610620,https://go.boarddocs.com/ny/elmont/Board.nsf/Public,Elmont Union Free School District,ELMONT UNION FREE SCHOOL DISTRICT,"135 Elmont Road | Elmont, NY 11003-1635 | 516-326-5500 | f 516-326-5574",elmontschools.org,(516) 326-5500
611820,https://go.boarddocs.com/ca/esuhsd/Board.nsf/Public,EAST SIDE UNION HIGH SCHOOL DISTRICT,East Side Union High,"830 N. Capitol Avenue | San Jose, California 95133 | 408-347-5000",esuhsd.org,(408) 347-5000
2000381,https://go.boarddocs.com/ks/mzufsd266/Board.nsf/Public,Maize Unified School District 266,Maize Special Education Cooperative,"905 W Academy Avenue • Maize, KS 67101 • Phone (316) 722-0614",usd266.com,(316) 350-2041
2009140,https://go.boarddocs.com/ks/mzufsd266/Board.nsf/Public,Maize Unified School District 266,Maize,"905 W Academy Avenue • Maize, KS 67101 • Phone (316) 722-0614",usd266.com,(316) 722-0614
3906968,https://go.boarddocs.com/oh/eastguernsey/Board.nsf/Public,East Guernsey Local Schools,East Guernsey Local,"65591 Wintergreen Rd. | Lore City, OH 43755 | 740-489-5190",eguernsey.k12.oh.us,(740) 489-5190
4502550,https://go.boarddocs.com/sc/kcsd/Board.nsf/Public,Kershaw County School District,Kershaw 01,"2029 West DeKalb Street | Camden, SC 29020 | P: (803) 432-8416 | F: (803) 425-8918",kcsdschools.net,(803) 432-8416
3904609,https://go.boarddocs.com/oh/ecsd/Board.nsf/Public,Edgewood City School District,Edgewood City School District,"3500 Busenbark Road | Trenton, OH 45067 | 513.863.4692",edgewoodschools.com,(513) 867-3400
3408940,https://go.boarddocs.com/nj/longbranch/Board.nsf/Public,Long Branch Public School District,LONG BRANCH PUBLIC SCHOOL District,"540 Broadway  Long Branch, NJ 07740",longbranch.k12.nj.us,(732) 571-2868
2310530,https://go.boarddocs.com/me/scarboroughps/Board.nsf/Public,Scarborough Public Schools,Scarborough Public Schools,"259 U.S. Route 1 | P.O. Box 370 Scarborough, Maine 04070",scarboroughschools.org,(207) 730-4100
4217580,https://go.boarddocs.com/pa/nbed/Board.nsf/Public,Northern Bedford County School District,Northern Bedford County SD,,nbcsd.org,(814) 766-2221
2600249,https://go.boarddocs.com/mi/gwca/Board.nsf/Public,George Washington Carver Academy,George Washington Carver Academy,"14510 Second Ave. | Highland Park, MI 48203 | 313-865-6024",gwcarveracademy.org,(313) 865-6024
2400450,https://go.boarddocs.com/mabe/kcps/Board.nsf/Public,Kent County Public Schools Board of Education,Kent County Public Schools,"5608 Boundary Ave | Rock Hall, MD 21661  | 410-778-1595",kent.k12.md.us,(410) 778-1595
602562,https://go.boarddocs.com/ca/cvusd/Board.nsf/Public,Cajon Valley Union School District,Bostonia Global District,"750 East Main Street | El Cajon, CA 92020 | p (619) 588-3000",cajonvalley.net,(619) 588-3121
606810,https://go.boarddocs.com/ca/cvusd/Board.nsf/Public,Cajon Valley Union School District,Cajon Valley Union,"750 East Main Street | El Cajon, CA 92020 | p (619) 588-3000",cajonvalley.net,(619) 588-3005
4280280,https://go.boarddocs.com/pa/lebct/Board.nsf/Public,Lebanon County Career & Technology Center,Lebanon County Career and Technology Center,,lcctc.edu,(717) 273-8551
1704920,https://go.boarddocs.com/il/cusd5/Board.nsf/Public,Ball-Chatham Board of Education,Ball Chatham CUSD 5,"1475 E. Plummer Blvd Chatham, Illinois 62629",chathamschools.org,(217) 483-2416
3904427,https://go.boarddocs.com/oh/love/Board.nsf/Public,Loveland City School District,Loveland City,"757 South Lebanon Road | Loveland, OH 45140 | (513) 683-5600",lovelandschools.org,(513) 683-5600
3411640,https://go.boarddocs.com/nj/nplainfield/Board.nsf/Public,North Plainfield Boro School District,North Plainfield School District,"33 Mountain Avenue North Plainfield, NJ 07060 | (908)-769-6060",nplainfield.org,(908) 769-6060
4900660,https://go.boarddocs.com/ut/nssd/Board.nsf/Public,North Sanpete School District,North Sanpete District,"220 East 700 South | Mt. Pleasant, UT 84647 | p (435) 462-2485 | f (435) 462-2480",nsanpete.org,(435) 462-2485
5512690,https://go.boarddocs.com/wi/reedv/Board.nsf/Public,Reedsville School District,Reedsville School District,"340 Manitowoc St. Reedsville, WI 54230 | (920) 754-4341",reedsville.k12.wi.us,(920) 754-4341
2626100,https://go.boarddocs.com/mi/nott/Board.nsf/Public,,Nottawa Community School,"NOTTAWA COMMUNITY SCHOOLS | 26438 M-86 Sturgis, Michigan 49091 | Phone:269-467-7153   Fax:269-467-6069",nottawaschool.org,(269) 467-7153
3621960,https://go.boarddocs.com/ny/oriskany/Board.nsf/Public,Oriskany Central School District,ORISKANY CENTRAL SCHOOL DISTRICT,"1313 Utica Street Oriskany, NY 13424 | 315.768.2058",oriskanycsd.org,(315) 768-2058
5502070,https://go.boarddocs.com/wi/cfs/Board.nsf/Public,Cambria-Friesland School District,Cambria-Friesland School District,"410 E. Edgewater St., Cambria, WI 53923 | (920) 348-5548",cfsdwi.org,(920) 348-5548
2635550,https://go.boarddocs.com/mi/wayland/Board.nsf/Public,Wayland Union Schools,Wayland Union Schools,"850 E. Superior Street Wayland, MI 49348 | (269) 792-2181",waylandunion.org,(269) 792-2181
1918720,https://go.boarddocs.com/ia/mcsdia/Board.nsf/Public,Marshalltown Community School District,Marshalltown Comm School District,"1002 South 3rd Avenue ~ Marshalltown, IA 50158 ~ 641.754.1000",marshalltown.k12.ia.us,(641) 754-1000
3904804,https://go.boarddocs.com/oh/swl/Board.nsf/Public,,Southwest Licking Local,"Address: 927-A South Street, Pataskala, Ohio 43062 | Phone: 740-927-3941",swl.k12.oh.us,(740) 927-3941
4215450,https://go.boarddocs.com/pa/mlvlsd/Board.nsf/Public,Millville Area School District,Millville Area SD,,millville.k12.pa.us,(570) 458-5538
1706750,https://go.boarddocs.com/il/besd53/Board.nsf/Public,Bourbonnais Elementary School District No. 53,Bourbonnais SD 53,,besd53.org,(815) 929-5100
5516470,https://go.boarddocs.com/wi/weston/Board.nsf/Public,Weston School District,Weston School District,"E2511 County Hwy S, Cazenovia, WI 53924",weston.k12.wi.us,(608) 983-2380
1809300,https://go.boarddocs.com/in/prairieheights/Board.nsf/Public,Prairie Heights Community School Corporation,Prairie Heights Community Sch Corp,"0305 S 1150 E | LaGrange, IN 46761 | 260-351-3214 x5260",ph.k12.in.us,(260) 351-3214
3615990,https://go.boarddocs.com/ny/jecsd/Board.nsf/Public,Jordan-Elbridge CSD,JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,"9 N. Chappell St., PO Box 902 | Jordan, NY 13080",jecsd.org,(315) 689-8500
1809840,https://go.boarddocs.com/in/dalev/Board.nsf/Public,Daleville Community Schools,Daleville Community Schools,,daleville.k12.in.us,(765) 378-3329
5502760,https://go.boarddocs.com/wi/colesd/Board.nsf/Public,Coleman School District,Coleman School District,"347 Business Highway 141 North, Coleman WI | 920-897-4011",coleman.k12.wi.us,(920) 897-4011
3408220,https://go.boarddocs.com/nj/lboe/Board.nsf/Public,Lakewood Board of Education,Lakewood Township School District,"200 Ramsey Ave., Lakewood, NJ  08701  - 732-364-2400",lakewoodpiners.org,(732) 364-2400
3904762,https://go.boarddocs.com/oh/flsoh/Board.nsf/Public,Fairfield Local Schools District,Fairfield Local,"11611 State Route 771 Leesburg, OH 45135 | 937-780-2221",fairfieldlocal.org,(937) 780-2221
5510530,https://go.boarddocs.com/wi/newhol/Board.nsf/Public,,New Holstein School District,"New Holstein School District, 1715 Plymouth St. New Holstein, WI 53061",nhsd.k12.wi.us,(920) 898-5115
3904675,https://go.boarddocs.com/oh/bvls/Board.nsf/Public,Buckeye Valley Local School District,Buckeye Valley Local,"679 Coover Road, Delaware, OH 43015 | (740) 369-8735",buckeyevalley.k12.oh.us,(740) 369-8735
5502910,https://go.boarddocs.com/wi/sdoc/Board.nsf/Public,School District of Crandon,Crandon School District,"9750 US Highway 8 W | Crandon, WI 54520-8499 | Ph: 715.478.3339 | Fx: 715.478.5130",sdofcrandon.com,(715) 478-6200
5100930,https://go.boarddocs.com/va/cbpsd/Board.nsf/Public,Colonial Beach Public School District,Colonial Beach Public Schools,"400 Lincoln Avenue, Colonial Beach, VA 22443",cbschools.net,(804) 224-0906
641250,https://go.boarddocs.com/ca/walnut/Board.nsf/Public,Walnut Creek School District,Walnut Creek Elementary,"960 Ygnacio Valley Blvd. | Walnut Creek, CA 94596 | 925-944-6850 | f 925-944-1768",walnutcreeksd.org,(925) 944-6850
1807900,https://go.boarddocs.com/in/nmont/Board.nsf/Public,North Montgomery School Corporation,North Montgomery Com Sch Corp,"480 W. 580 N. Crawfordsville , IN 47933 | 765-359-2112",nm.k12.in.us,(765) 359-2112
3904533,https://go.boarddocs.com/oh/covev/Board.nsf/Public,Covington Exempted Village Schools,Covington Exempted Village,"807 Chestnut Street Covington, OH 45318",covington.k12.oh.us,(937) 473-2249
3904962,https://go.boarddocs.com/oh/minls/Board.nsf/Public,Minford Local Schools,Minford Local,,minford.k12.oh.us,(740) 820-3896
1705220,https://go.boarddocs.com/il/bps101/Board.nsf/Public,Batavia Public School District 101,Batavia USD 101,"335 W Wilson St • Batavia, IL 60510 • (630) 937-8800",bps101.net,(630) 937-8834
2605850,https://go.boarddocs.com/mi/birming/Board.nsf/Public,,Birmingham Public Schools,"Birmingham Public Schools - 31301 Evergreen Road, Beverly Hills, MI  48025",birmingham.k12.mi.us,(248) 203-3004
3602550,https://go.boarddocs.com/ny/alden/Board.nsf/Public,Alden Central School District,ALDEN CENTRAL SCHOOL DISTRICT,"13190 Park Street | Alden, NY 14004 | (716) 937-9116 | f (716) 937-7132",aldenschools.org,(716) 937-9116
3603420,https://go.boarddocs.com/ny/atticacsd/Board.nsf/Public,Attica Central School District,ATTICA CENTRAL SCHOOL DISTRICT,"3338 East Main Street Attica, New York 14011",atticacsd.org,(585) 591-0400
3904604,https://go.boarddocs.com/oh/fpls/Board.nsf/Public,Fayetteville-Perry Local School District,Fayetteville-Perry Local,,fpls.us,(513) 875-2423
1809630,https://go.boarddocs.com/in/rsc/Board.nsf/Public,Rochester Community School Corporation,Rochester Community School Corp,"690 Zebra Lane | Rochester, Indiana 46975-0108 |574-223-2159 | f 574-223-4909",zebras.net,(574) 223-2159
4202590,https://go.boarddocs.com/pa/asdpa/Board.nsf/Public,Armstrong School District,Armstrong SD,"181 Heritage Park Drive, Suite 2 | Kittanning, PA 16201 | Phone 724-548-7200",asd.k12.pa.us,(724) 548-7200
4209750,https://go.boarddocs.com/pa/fern/Board.nsf/Public,Ferndale Area School District,Ferndale Area SD,,fasdk12.org,(814) 535-1507
4222740,https://go.boarddocs.com/pa/tusc/Board.nsf/Public,Tuscarora S D,Tuscarora SD,,tsdrockets.org,(717) 328-3127
5503810,https://go.boarddocs.com/wi/dasd/Board.nsf/Public,Drummond Area School District,Drummond Area School District,"PO Box 40, Drummond, WI 54832 - 715-739-6669",dasdk12.net,(715) 739-6669
3616080,https://go.boarddocs.com/ny/klsd/Board.nsf/Public,Katonah-Lewisboro School District,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,"60 North Salem Road, Cross River, New York 10518 | Phone: (914) 763-7020",klschools.org,(914) 763-7003
2604260,https://go.boarddocs.com/mi/bcp/Board.nsf/Public,Bay City Public Schools,Bay City School District,,bcschools.net,(989) 686-9700
5513830,https://go.boarddocs.com/wi/shull/Board.nsf/Public,Shullsburg School District,Shullsburg School District,"444 N. Judgement St. Shullsburg, WI 53586",shullsburg.k12.wi.us,(608) 965-4427
1807620,https://go.boarddocs.com/in/nhjusc/Board.nsf/Public,Nineveh - Hensley - Jackson United School Corporation,Nineveh-Hensley-Jackson United,,indiancreekschools.com,(317) 878-2100
3622830,https://go.boarddocs.com/ny/perucsd/Board.nsf/Public,Peru Central School District,PERU CENTRAL SCHOOL DISTRICT,"17 School Street, Peru NY 12972",perucsd.org,(518) 643-6002
2803480,https://go.boarddocs.com/ms/psd/Board.nsf/Public,The Pascagoula-Gautier School District,PASCAGOULA-GAUTIER SCHOOL DISTRICT,,pgsd.ms,(228) 938-6491
3904935,https://go.boarddocs.com/oh/leip/Board.nsf/Public,Leipsic Local Schools,Leipsic Local,,llsdk12.org,(419) 943-2165
3904930,https://go.boarddocs.com/oh/putesc/Board.nsf/Public,Putnam County Educational Service Center,Putnam County ESC,,putnamcountyesc.org,(419) 523-5951
1808850,https://go.boarddocs.com/in/peru/Board.nsf/Public,Peru Community Schools,Peru Community Schools,,peru.k12.in.us,(765) 473-3081
3621180,https://go.boarddocs.com/ny/nscsd/Board.nsf/Public,North Salem Central School District,NORTH SALEM CENTRAL SCHOOL DISTRICT,"230 June Road | North Salem, New York 10560 | Ph: 914-669-5414 | Fx: 914-669-8753",northsalemschools.org,(914) 669-5414
3905063,https://go.boarddocs.com/oh/mwu/Board.nsf/Public,,Millcreek-West Unity Local,,hilltop.k12.oh.us,(419) 924-2365
3905046,https://go.boarddocs.com/oh/waylo/Board.nsf/Public,Wayne Local School District,Wayne Local,"625 Dayton Road Waynesville, Ohio 45068",wayne-local.com,(513) 897-6971
2629580,https://go.boarddocs.com/mi/rms/Board.nsf/Public,Republic-Michigamme School,Republic-Michigamme Schools,"227 Maple Street Republic, MI  49879",r-mschool.org,(906) 376-2277
800242,https://go.boarddocs.com/co/d49/Board.nsf/Public,School District 49,EL PASO COUNTY COLORADO SCHOOL DISTRICT 49 AU,"10850 East Woodmen Road    Peyton, CO 80831 | P: 719.495.1100",d49.org,(719) 495-1116
803870,https://go.boarddocs.com/co/d49/Board.nsf/Public,School District 49,El Paso County Colorado School District 49,"10850 East Woodmen Road    Peyton, CO 80831 | P: 719.495.1100",d49.org,(719) 495-1100
1708730,https://go.boarddocs.com/il/cary26/Board.nsf/Public,Cary School District 26,Cary CCSD 26,"2115 Crystal Lake Rd. | Cary, IL 60013 | (224) 357-5100 | f (847) 639-3898",cary26.org,(224) 357-5100
5301800,https://go.boarddocs.com/wa/coupeville/Board.nsf/Public,Coupeville School District No. 204,Coupeville School District,"501 South Main Street Coupeville, WA 98239 | P: 360-678-2400 | F: 360-678-4834",coupeville.k12.wa.us,(360) 678-2404
4223760,https://go.boarddocs.com/pa/tasdpa/Board.nsf/Public,Trinity Area School District,Trinity Area SD,"231 Park Avenue Washington, PA 15301 Phone: 724-223-2000",trinitypride.org,(724) 223-2000
200600,https://go.boarddocs.com/ak/fbns/Board.nsf/Public,Fairbanks North Star Borough School District,Fairbanks North Star Borough School District,"520 Fifth Avenue  |  Fairbanks, AK 99701",k12northstar.org,(907) 452-2000
616325,https://go.boarddocs.com/ca/hlpusd/Board.nsf/Public,Hacienda La Puente Board of Education,Hacienda la Puente Unified,"15959 E Gale Ave • City Of Industry, CA 91745 • 626 933-1000 • info@hlpusd.k12.ca.us",hlpschools.org,(626) 933-1000
5515180,https://go.boarddocs.com/wi/ugjsd1/Board.nsf/Public,,Union Grove J1 School District,"1745 Milldrum Street, Union Grove, WI 53182",uges.k12.wi.us,(262) 878-2015
5307260,https://go.boarddocs.com/wa/rsd309/Board.nsf/Public,Republic School District #309,Republic School District,"30306 E Hwy 20 Republic, WA 99166",republic309.org,(509) 775-3173
2612690,https://go.boarddocs.com/mi/eatonr/Board.nsf/Public,Eaton Rapids Public Schools,Eaton Rapids Public Schools,,erpsk12.org,(517) 663-8155
4204890,https://go.boarddocs.com/pa/cnmc/Board.nsf/Public,Canon-McMillan School District,Canon-McMillan SD,200 Big Mac Blvd. | Canonsburg PA 15317 | 724.746.2940 | f 724.746.9184,cmsd.k12.pa.us,(724) 746-2940
