,title_1,address,school_district,action,index
1191,South Huntington Union Free District,"60 Weston Street, Huntington Station, New York 11746",,school_district,2671
1192,School City Of East Chicago,"1401 East 144th Street | East Chicago, IN 46312 |  (219) 391-4100",,school_district,2672
1193,Paramus Public Schools,"145 Spring Valley Road ♦ Paramus, NJ 07652 ♦ 201-261-7800",,school_district,2673
1194,Alameda County Office of Education,"313 West Winton Ave., Hayward, CA 94544",,drop,2676
1195,Pleasantville Public Schools NJ,"801 Mill Road Pleasantville, NJ 08232 | 609-383-6800",,school_district,2679
1196,Maplewood Local Schools,,,school_district,2680
1197,Vestaburg Community School,,,school_district,2682
1198,Spring Lake Public Schools,,,school_district,2683
1199,Holmes District School Board,"307 W. North Avenue, Bonifay, FL 32425",,school_district,2684
1200,Grand Rapids Child Discovery Center,"409 Lafayette Ave SE | Grand Rapids, MI 49503 | 616-459-0330",,drop,2685
1201,Ladue Schools,"9703 Conway Road | St. Louis, MO 63124-1646  | Ph: 314.994.7080 Fx: 314.994.0441",,school_district,2690
1202,Horry County Schools,"335 Four Mile Road, Conway, SC 29526",,school_district,2691
1203,Beaver Island Community School,,,school_district,2697
1204,Lakota Local Schools,"5572 Princeton Road, Liberty Township, Ohio 45011-9726 | (513) 874-5505 | F (513) 644-1196",,school_district,2698
1205,Sacramento City College,"3835 Freeport Boulevard • Sacramento, CA 95822 | 916-558-2111",,drop,2699
1206,Questar III BOCES,"10 Empire State Boulevard Castleton, New York 12033 | 518-477-8771",,school_district,2700
1207,Findlay City Schools,"1100 Broad Avenue Findlay, OH 45840",,school_district,2701
1208,Newark City Schools,,,school_district,2704
1209,Fort Loramie Local,,,school_district,2705
1210,"USD 430, South Brown County","522 Central Avenue | Horton, KS  66439 | 785.486.2611",,school_district,2706
1211,Fairfield City Schools,"4641 Bach Lane | Fairfield, OH 45014 | 513-829-6300",,school_district,2709
1212,Pickaway County Educational Service Center,"424 E. Mound St. | Circleville, OH 43113 | 740-474-7529",,drop,2711
1213,Virginia Board of Workforce Development,"1111 E Broad Street | Richmond, VA 23119 | 804-663-7464",,drop,2712
1214,Norwich Public Schools,"90 Town Street Norwich, CT 06360 | 860-823-4200",,school_district,2713
1215,Bangor Township Schools,,,school_district,2714
1216,Elk Valley USD 283,"PO Box 87 | Longton, KS 67352 | (620) 642-2811",,school_district,2716
1217,North Kansas City Schools,,,school_district,2717
1218,Gratiot-Isabella Regional Education Service District,,,drop,2720
1219,Newport Public Schools,"15 Wickham Road, Newport, RI 02840 | 401-847-2100, Ext:  5376",,school_district,2721
1220,Cheney USD 268,"100 W 6th Avenue | Cheney, KS 67025 | p 316.542.3512 | f 316.542.0326",,school_district,2722
1221,Austin Area School Policy Manual,,,drop,2724
1222,Oakridge Public Schools,,,school_district,2725
1223,Decatur County Community Schools,,,school_district,2728
1224,St. Henry Local Schools,"391 E. Columbus St. St. Henry, OH 45883",,school_district,2730
1225,Wellston City Schools,,,school_district,2736
1226,Holgate Local Schools,,,school_district,2737
1227,Avon Community School Corporation,"7203 E US Hwy 36 Avon, IN 46123 | 317-544-6000",,school_district,2741
1228,"Macon - Bibb County, Georgia","700 Poplar Street | Macon, GA 31201",,school_district,2742
1229,Pemi-Baker Regional School Board,"86 Old Ward Bridge Road | Plymouth, NH 03264 |  Ph: 603-536-1444  | Fx 603-536-3892",,school_district,2743
1230,Frederick County Public Schools,"191 South East Street | Frederick, MD 21701 | 227-203-3277",,school_district,2745
1231,Queen Anne's County Public Schools,"202 Chesterfield Avenue | Centreville, MD 21617 | Phone: 410-758-2403",,school_district,2749
1232,Lenoir County Public Schools,"2017 W Vernon Ave | Kinston, NC 28504 | p 252-527-1109 | f 252-527-6884",,school_district,2750
1233,Birchwood Public Schools,"300 S Wilson St | Birchwood, WI 54817 | (715) 354-3471 Fax (715) 354-3469",,school_district,2753
1234,Russell County Public Schools,"84 Lorraine C. Turner Drive | Lebanon, VA 24266 | (276) 889-6500 | f (276) 889-6508",,school_district,2757
1235,Delton Kellogg Schools,,,school_district,2759
1236,Duneland School Corporation,"601 West Morgan Ave. | Chesterton, IN 46304 | 219-983-3600",,school_district,2760
1237,Wythe County Public Schools,"1570 West Reservoir Street  |  Wytheville, VA 24382  |  Ph: 276-228-5411  |  Fx: 276-228-9192",,school_district,2763
1238,South Madison Community School Corporation,"203 S. Heritage Way | Pendleton, IN 46064 | Ph: (765) 778-2152 | Fx: (765) 778-8207",,school_district,2764
1239,Nottoway County Schools,"P.O. Box 47, 10321 East Colonial Trail Highway, Nottoway, VA 23955 | (434) 645-9596",,school_district,2766
1240,Sierra College,"5100 Sierra College Blvd. | Rocklin, CA 95677 | (916) 660-7003",,drop,2770
1241,Lexington City Schools NC,"1010 Fair St., Lexington, NC 27292 | 336-242-1527",,school_district,2771
1242,Jefferson-Lewis BOCES,"20104 State Route 3, Watertown, NY 13601",,school_district,2772
1243,Olentangy Schools,"7840 Graphics Way Lewis Center, OH 43035",,school_district,2775
1244,Lindenwold Public Schools,"801 Egg Harbor Road | Lindenwold, NJ 08021 | p (856) 783-0276 | f (856) 435-5887",,school_district,2776
1245,Board of Education Policy Manual,,Lincoln Park School District,school_district,2777
1246,Lincoln Intermediate Unit 12,,,drop,2779
1247,Dual Language Immersion North County,,,school_district,2781
1248,Perry Local Schools,"4201 13th St. SW  Massillon, OH  44646",,school_district,2782
1249,Pulaski County Public Schools,"202 North Washington Avenue | Pulaski, VA 24301 | P 540-994-2550 | F 540-994-2552",,school_district,2783
1250,Geneva City Schools,"400 West North Street | Geneva, NY 14456 | (315) 781-0400",,school_district,2784
1251,Frederick County Public Schools,"1415 Amherst Street  Winchester, VA 22601",,school_district,2787
1252,FENTON AREA PUBLIC SCHOOLS,,,school_district,2788
1253,Rahway Public Schools,"Kline Place, Rahway, NJ 07065 | Phone 732-396-1000",,school_district,2789
1254,Nassau BOCES,"71 Clinton Road, P.O. Box 9195 Garden City, NY 11530-9195 | (516) 396-2500",,drop,2791
1255,Westlake City Schools,"24365 Hilliard Blvd. | Westlake, OH 44145 (440) 871-7300 | f: (440) 871-6034",,school_district,2792
1256,Bellaire Local Schools,"340 34th St. | Bellaire, OH 43906 | 740-676-1826",,school_district,2795
1257,Hoboken Public Schools,"524 Park Avenue, Hoboken, NJ 07030",,school_district,2797
1258,Fulton County Center for Career and Technology,,,drop,2803
1259,Hoosick Falls Central School NY,"PO Box 192 - 21187 NY 22, Hoosick Falls, NY 12090 | (518) 686-7321",,school_district,2804
1260,Akron Board of Education Meetings,,AKRON CITY SCHOOL DISTRICT,school_district,2805
1261,Montgomery County Board of Education,"15 West Gude Drive, Suite 100 | Rockville, Maryland 20850 | p 240-740-3030 | f 301-279-3860",,drop,2810
1262,Springport Public Schools,,,school_district,2814
1263,Dickinson Public Schools,"444 4th Street West, Dickinson, ND 58601 | 701-456-0002",,school_district,2818
1264,Southwest School Corporation,,,school_district,2819
1265,Lovington Municipal Schools,"18 W Washington Ave, Lovington, NM 88260 (575) 739-2200",,school_district,2820
1266,Warrensville Heights City Schools,"4743 Richmond Road, Warrensville Hts., Ohio 44128 Phone: (216) 364-1001 Fax: (216) 364-1024",,school_district,2821
1267,Alexandria City Public Schools,"1340 Braddock Place Alexandria, VA 22314",,school_district,2822
1268,Bluestem USD 205,"625 S MILL ROAD, LEON, KS 67074 | 316-742-3261",,school_district,2826
1269,Southampton County Public Schools,P.O. Box 96 | Courtland VA 23837 | Fn: 757-653-2692 Fx: 757-653-9422,,school_district,2840
1270,Triad Local Schools,7920 Brush Lake Road North Lewisburg OH 43060,,school_district,2841
1271,Michigan Great Lakes Virtual Academy,"50 Filer Street – Ste 324 | Manistee, MI 49660 | 231-794-5999",,school_district,2843
1272,Tippecanoe School Corporation,,,school_district,2848
1273,Vandalia-Butler Schools,500 S. Dixie Drive | Vandalia OH 45377 | 937.415.6400 | f 937.415.6429,,school_district,2849
1274,Adams 12 Five Star Schools,"1500 E 128th Avenue | Thornton, CO 80241-2602 | 720-972-4000",,school_district,2854
1275,PennHarrisMadison School Corporation,"55900 Bittersweet Road | Mishawaka, IN 46545 | Phone: (574) 259-7941",,school_district,2855
1276,Norman Public Schools Board of Education Policies and Administrative Regulations,"131 South Flood Avenue, Norman, OK 73069 405-364-1339",,school_district,2861
1277,Struthers City Schools,,,school_district,2865
1278,Columbus City Schools,"270 East State Street | Columbus, OH 43215 | 614.365.5000",,school_district,2870
1279,Dauphin County Technical School,"6001 Locust Lane, Harrisburg, PA",,drop,2878
1280,Hiawatha USD 415,"Unified School District No. 415 Brown County 706 First Street  Hiawatha, KS 66434 | 785-742-2224",,school_district,2879
1281,Yorktown Community Schools,"2311 S. Broadway Street Yorktown, IN 47396 | 765-759-2720",,school_district,2880
1282,Light of the World Academy,"550 East Hamburg Street, Pinckney, MI 48169 Phone: (734) 720-9760",,school_district,2881
1283,Bayless Board of Education,"4530 Weber Road | St. Louis, MO 63123  | Ph: 314-256-8600  Fx: 314-544-6315",,school_district,2886
1284,Upper Sandusky Exempted Village Schools,,,school_district,2888
1285,Utah Education and Telehealth Network,,,drop,2889
1286,Gerald Dawkins Academy,,,school_district,2892
1287,Marietta City Schools,"250 Howard Street | Marietta, GA 30060 | Phone: 770-422-3500",,school_district,2893
1288,Streetsboro City Schools,"9000 Kirby Lane | Streetsboro, OH 44241 | P 330-626-4900 | F 330-626-8102",,school_district,2894
1289,Middletown Township Public Schools,"834 LEONARDVILLE RD. 2ND FL LEONARDO, NJ 07737",,school_district,2897
1290,Macomb Montessori Academy,"14057 East 9 Mile, Warren, MI 48089 Phone: (586) 359-2138",,school_district,2898
1291,Bridgeton Public Schools,"Thomas C. Lane, IV Administration Building, 41 Bank Street | Bridgeton, NJ 08302 | 856.455.8030 | f 856.455.0176",,school_district,2899
1292,McCormick County Schools of Inquiry and Innovation,"821 N Mine St, McCormick, SC 29835",,school_district,2900
1293,Puget Sound Educational Service District,"800 Oakesdale Ave SW | Renton, WA 98057-5221 | (425) 917-7602",,drop,2902
1294,Dorchester County Public Schools,"700 Glasgow St | Cambridge, MD 21613 | Ph. 410-228-4747 | Fax. 410-228-1847",,school_district,2903
1295,North West Hendricks School Corporation IN,"104 N. Church Street, PO Box 70, Lizton, IN 46149  | 317-994-4100",,school_district,2904
1296,Archbold Area Schools,,,school_district,2906
1297,West Point Public Schools,"329 6th Street  West Point, Virginia 23181",,school_district,2909
1298,Little Miami Local Schools OH,"95 E. US 22-3, Maineville OH 45039",,school_district,2913
1299,Saugatuck Public Schools,,,school_district,2915
1300,Santa Fe County NM,"102 Grant Avenue, Santa Fe, NM 87501-2061 | (505) 986-6200",,school_district,2917
1301,Sidney City Schools,"750 S. Fourth Ave., Sidney, OH 937-497-2200",,school_district,2918
1302,University of Colorado,,,school_district,2919
1303,Marion Community Schools,"750 W 26th St. Door 22 | Marion, IN 46953 | 765-662-2546",,school_district,2920
1304,The Chatfield School,"231 Lake Drive, Lapeer, MI 48446 Phone (810) 667-8970",,school_district,2922
1305,Allegan Area Educational Service Agency,"310 Thomas Street, Allegan, MI 49010",,drop,2923
1306,Our World Neighborhood Charter Schools,"36-12 35th Avenue Astoria, NY 11106 | (718) 392-3405",,school_district,2926
1307,Old Fort Local Schools,,,school_district,2928
1308,Tonganoxie USD 464,"300 E. Hwy 24-40 | Tonganoxie, KS 66086 | (913) 416-1400 | f (913) 416-1408",,school_district,2929
1309,Waverly City Schools,"1 Tiger Drive, Waverly, Ohio 45690",,school_district,2930
1310,Imagine Schools CA Region,,,drop,2931
1311,Hale Area Schools,,,school_district,2938
1312,Oak and Park Forest High School,"201 North Scoville Ave. Oak Park, Illinois 60302 | 708.383.0700",,school_district,2939
1313,Montague Area Public Schools,,,school_district,2940
1314,REAL Journey Academies,"Administration Office: 3333 Concours St. Building 9, Ontario, CA 91764",,drop,2942
1315,Dover Public Schools,"21 Belmont Avenue, Dover, NJ 07801",,school_district,2951
1316,Marcellus Community Schools,,,school_district,2952
1317,MARLINGTON LOCAL SCHOOLS,"10320 Moulin Avenue NE Alliance, OH 44601  330-823-7458",,school_district,2953
1318,Clinton Prairie School Corporation,"2390 S. County Road 450 W Frankfort, IN 46041",,school_district,2955
1319,American International Academy,"300 S. Henry Ruff Road, Westland, MI 48186 Phone: (734) 713-5525",,school_district,2957
1320,South Haven Public Schools,,,school_district,2961
1321,Haledon Public School,"91 Henry Street | Haledon, NJ 07508 | (973)790-9000",,school_district,2962
1322,Jefferson County Schools,,,school_district,2963
1323,Buchanan Community Schools,,,school_district,2964
1324,District Policy Manual,,North Lakeland School District,school_district,2966
1325,Franklin City Public Schools,"207 West Second Avenue | Franklin, Virginia 23851 | Voice: 757-569-8111 | Fax: 757-569-8078",,school_district,2967
1326,Marietta City Schools,"111 Academy Drive | Marietta, OH 45750 | 740-374-6500",,school_district,2968
1327,High Academic Achievement & A Place For All,"Frankenmuth School District | 525 East Genesee, Frankenmuth, MI  48734 | Phone: 989.652.9958 | Fax:  989.652.9780",,school_district,2972
1328,West Greene School Disrict,"1367 Hargus Creek Road, Waynesburg, PA 15370",,school_district,2973
1329,Linton Stockton School Corporation,,,school_district,2974
1330,Eastern Center for Arts and Technology,"3075 Terwood Road Willow Grove, PA 19090 | 215-784-4800",,drop,2975
1331,Rockingham County Public Schools VA,"100 Mt. Clinton Pike • Harrisonburg, VA 22802 | 540.564.3200",,school_district,2982
1332,LakeVille Community Schools,,,school_district,2984
1333,St. Bernard-Elmwood Place City Schools,"105 Washington Avenue | St. Bernard, OH 45217 | 513-482-7121",,school_district,2985
1334,Pemberton Township Schools,"One Egbert Street | Pemberton, NJ 08068 | 609-893-8141 | f 609-726-9087",,school_district,2987
1335,Clear Fork Valley Local Schools,"211 School Street | Bellville, OH 44813 | 419-886-3855",,school_district,2991
1336,Jennings Local,,School District NEOLA Policy Manual,school_district,2994
1337,Natchitoches Parish School Board,"310 Royal Street Natchitoches, LA 71457 | 318.352.2358",,school_district,2999
1338,Chippewa Valley Technical College,"620 W. Clairemont Ave, Eau Claire, WI 54701",,drop,3009
1339,Botkins Local School,,,school_district,3015
1340,Lorain City Schools,"2601 POLE AVENUE   |   LORAIN, OHIO 44052   |   440-233-2271",,school_district,3016
1341,Little Silver Board of Education,"124 Willow Drive, Little Silver, NJ 07739",,drop,3018
1342,Wayne County Schools Career Center,"518 West Prospect Street Smithville, OH 44677",,drop,3019
1343,Gateway to Success Academy,"526 N. Scottville Road, Scottville, MI 49454 Phone: (231) 845-0922",,school_district,3020
1344,Howard-Winneshiek CSD IA,1000 Schroder Dr. Cresco IA 52136 | 563-547-2762,,school_district,3022
1345,DeTour Arts & Technology Academy,"202 S. Division Street, DeTour Village, MI 49725 Phone: 906-297-2011",,school_district,3026
1346,Board Policies and Related Procedures and Exhibits,,Rio Community School District,drop,3029
1347,New Palestine Community Schools,"4711 County Rd 500 | West PO Box 508 | New Palestine, IN 46163",,school_district,3032
1348,Sabine Parish School Board,"695 Peterson Street P.O. Box 1079 Many, Louisiana 71449 | (318) 256-9228",,drop,3035
1349,Plainville Public Schools,"68 Messenger Street | Plainville, MA 02762 | 508-699-1300",,school_district,3041
1350,Northampton Public Schools,"212 Main Street 2nd Floor Northampton, MA 01060",,school_district,3042
1351,Home of the Suring Eagles,,Suring Public School District,school_district,3043
1352,Washington Court House City Schools,,,school_district,3045
1353,BAPS,,,drop,3046
1354,Morrice Area Schools,,,school_district,3047
1355,Richmond Public Schools,"301 N. Ninth Street | Richmond, VA 23219",,school_district,3055
1356,Three Oaks Public School Academy,"1212 Kingsley St, Muskegon, MI 49442 Phone: (231) 767-3365",,school_district,3056
1357,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,"1050 Westminster Street, Fitchburg, MA 01420 | 978-345-9200",,drop,3057
1358,Springfield Public Schools,,,school_district,3058
1359,"Kansas City, Kansas Public Schools","2010 N. 59th St. • Kansas City, KS 66104 • (913) 551-3200",,school_district,3059
1360,Central Nine Career Center,,,drop,3061
1361,Jefferson Parish Schools,"501 Manhattan Blvd. | Harvey, LA 70058",,school_district,3063
1362,City of Pullman,"190 SE Crestview Street, Pullman, WA  99163          509-338-3209",,school_district,3067
1363,Rochester Public Schools,,,school_district,3068
1364,Kenston Local Schools,"17419 Snyder Road | Chagrin Falls, OH 44023 | (440) 543-9677",,school_district,3073
1365,BoardDocs,"Lake County Schools - 201 West Burleigh Boulevard, Tavares, FL 32778",,drop,3076
1366,Coloma Community Schools,,,school_district,3078
1367,Warsaw Community Schools,"1 Administration Drive | Warsaw, IN 46580 | P: 574.371.5098",,school_district,3081
1368,Buckeye Central Local Schools,,,school_district,3082
1369,Conneaut Area City Schools,,,school_district,3083
1370,Charlotte-Mecklenburg Schools,"P.O. Box 30035, Charlotte, NC 28230",,school_district,3084
1371,Sturgis Public Schools,,,school_district,3086
1372,Hopewell-Loudon Local Schools,,,school_district,3087
1373,,,,school_district,3088
1374,Great Oaks Career Campuses,"110 Great Oaks Drive | Cincinnati, OH 45241 | Phone: 513-771-8840",,school_district,3089
1375,Monroe City Schools,"2006 Tower Drive, Monroe, Louisiana 71201 Ph: 318-325-0601 Fx: 318-812-3604",,school_district,3092
1376,Southwestern College,"900 Otay Lakes Road | Chula Vista, CA 91910 | (619) 482-6301",,school_district,3093
1377,Merced City Schools CA,"444 W. 23rd St. Merced, California 95340 | (209) 385-6600",,school_district,3095
1378,Batesville Community School Corporation,,,school_district,3100
1379,St. Landry Parish School Board,"1013 E. Creswell Lane, Opelousas, LA 70571 | (337) 948-3657",,school_district,3102
1380,Wellsville Central School,"126 West State Street Wellsville, NY 14895",,school_district,3106
1381,Welcome to:,,Sycamore Community Unit School District #427,school_district,3107
1382,Defiance City Schools,"801 S. Clinton St.  Defiance, OH  43512",,school_district,3110
1383,Liberty-Benton Local Schools,,,school_district,3116
1384,The District of Opportunities...,,Cottonwood-Oak Creek School District #6,school_district,3118
1385,Dickinson-Iron ISD,,Dickinson-Iron Intermediate School District,school_district,3119
1386,Statewide Health Coordinating Council,,,drop,3120
1387,NIAGARA FALLS BOARD OF EDUCATION,"City School District of the City of Niagara Falls| 630 - 66th Street, Niagara Falls, NY 14304  | Phone: 716-286-4211",,school_district,3122
1388,Addison Community Schools,,,school_district,3123
1389,346 School Drive,,Northern Lebanon School District,school_district,3124
1390,Valparaiso Community Schools,,,school_district,3125
1391,Zanesville City Schools District,,,school_district,3126
1392,Parkway West CTC,"7101 Steubenville Pike, Oakdale, PA  15071  Phone (412) 923-1772",,school_district,3127
1393,16 Fravor Road Suite A,"Mexico, NY  13114",,drop,3129
1394,Lindbergh Schools,,,school_district,3130
1395,L'Anse Area Schools,,,school_district,3132
1396,Saginaw Covenant Academy,"508 S. Washington Avenue | Saginaw, MI 48607 | 989-596-1100",,school_district,3133
1397,Winona Area Public Schools,"903 Gilmore Avenue | Winona, MN  55987 |  507/494-0861",,school_district,3134
1398,Van Buren Local Schools,,,school_district,3140
1399,Warren Alvarado Oslo School,"224 E. Bridge Ave. | Warren, MN 56762 | 218.745.5393",,school_district,3141
1400,OCPS Means Success!,"Orange County Public Schools | 445 West Amelia Street | Orlando, FL 32801",,school_district,3144
1401,Collier County Public Schools,"5775 Osceola Trail | Naples, FL 34109 | Tel 239-377-0001 | Fax 239-377-0181",,school_district,3145
1402,"Eagle County, Colorado","500 Broadway - P.O. Box 850 | Eagle, CO 81631 | 970-328-8600",,school_district,3146
1403,Dove Academy of Detroit,"20001 Wexford St., Detroit, Michigan 48234 Phone: (313) 366-9110",,school_district,3149
1404,Academy District 20 Board of Education,,,school_district,3150
1405,Portland Public Schools,"353 Cumberland Ave Portland, Maine 04101 | Phone: (207) 874-8100",,school_district,3152
1406,Ohio Deaf and Blind Education Services,"500 Morse Road | 5220 North High Street | Columbus, OH 43214 | 614-728-4030",,school_district,3155
1407,Elmhurst Community Unit School Dist. 205,,,school_district,3156
1408,Baldwin City USD 348,"715 Chapel St, P.O. Box 67 | Baldwin City, KS 66006 | 785-594-2721 | f 785-594-3408",,school_district,3157
1409,Lake Park Audubon Public School Distict,,,school_district,3160
1410,Williamsburg-James City County Public Schools,"PO Box 8783 | 117 Ironbound Road | Williamsburg, VA 23187-8783",,school_district,3163
1411,Clio Area Schools,,,school_district,3164
1412,Lake Wales Charter Schools,"130 E Central Avenue | Lake Wales, FL 33853",,school_district,3165
1413,Carlstadt Public Schools,"550 Washington St. Carlstadt, NJ 07072",,school_district,3167
1414,Auglaize County Educational Service Center,,,school_district,3169
1415,Grandview Heights Schools,"1587 West Third Ave. | Columbus, OH 43212 | 614-485-4015",,school_district,3170
1416,Empire Springs Charter School,"27740 Jefferson Ave | Temecula, CA 92590 | (951) 252-8800 | f (951) 252-8801",,school_district,3171
1417,Orrville City Schools,"815 North Ella Street | Orrville, OH 44667 | 330-682-5811",,school_district,3174
1418,Harbor Beach Community Schools,,,school_district,3176
1419,Washington Community Schools,"301 E. South Street, Washington, IN 47501 | Phone: 812-254-5536 | Fax: 812-254-8346",,school_district,3178
1420,Danville Community School Corporation,"200 Warrior Way, Danville, IN 46122 | 317.745.2212",,school_district,3180
1421,Middlesex County Public Schools,"2911 General Puller Highway, Saluda, VA 23149",,school_district,3183
1422,City of Roanoke School Board,"Roanoke City Public Schools     40 Douglass Avenue, NW     Roanoke VA 24012     540-853-2502",,school_district,3186
1423,Durand Area Schools,,,school_district,3187
1424,Fairfield Community Schools,,,school_district,3190
1425,"Town of Hudson, Massachusetts","78 Main Street Hudson, MA 01749 (p) 978-562-9963",,school_district,3191
1426,Santa Barbara County Employees' Retirement System,"130 Robin Hill Rd. | Suite 100 | Goleta, CA 93117 | 877.568.2940 p | 805.695.2755 f",,drop,3195
1427,South Central Ohio Educational Service Center,,,drop,3196
1428,"City of Marysville, CA","526 C Street | Marysville, CA 95901 | (530) 749-3901",,school_district,3201
1429,Caldwell - West Caldwell Public Schools,"104 Gray Street, West Caldwell, NJ 07006",,school_district,3203
1430,Salmon River JSD 243 ID,"711 Ace's Place (PO Box 872) Riggins, ID 83549 | 208.630.6027",,school_district,3205
1431,Champaign Unit 4 Schools,"703 South New Street | Champaign, Illinois 61820 | (217) 351-3800",,school_district,3210
1432,Marion Local Schools,,,school_district,3211
1433,Santa Rosa Academy,"27587 La Piedra Road Menifee, CA 92584 | 951.672.2400",,school_district,3213
1434,Knox County Career Center Schools,"306 Martinsburg Road | Mount Vernon, OH 43050 | 740-397-5820",,drop,3214
1435,Sonoma County Junior College District,,,school_district,3216
1436,Creative Montessori Academy,"12701 McCann Street, Southgate, MI 48195 Phone: (734) 284-5600",,school_district,3217
1437,Noor International Academy,"37412 Dequindre Rd., Sterling Heights, MI 48310 Phone: (586) 365-5000",,school_district,3220
1438,Woodbury City Public Schools,"25 N. Broad Street | Woodbury, NJ 08096 |  856-853-0123",,school_district,3221
1439,Aurora Public Schools,"15701 E. 1st Ave. | Aurora, CO 80011 | 303-326-2101",,school_district,3222
1440,School City of Hobart,,,school_district,3224
1441,Hillsborough County Public Schools,"901 East Kennedy Boulevard, Tampa, Florida 33602 USA - (813) 272-4000",,school_district,3226
1442,Blanchester Local Schools,"951 Cherry Street | Blanchester, OH 45107 | 937-783-3523",,school_district,3231
1443,Lake Orion Community Schools,,,school_district,3232
1444,Pleasant Local Schools,,,school_district,3233
1445,Miamisburg City Schools,"540 E. Park Ave.  •  Miamisburg, OH  45342  •  937-866-3381  •  (fax) 937-865-5250",,school_district,3237
1446,Riverside County Board of Education,"3939 Thirteenth Street | Riverside, California 92501 | (951) 826-6674",,school_district,3238
1447,"City of Spanish Fork, Utah","80 S. Main St. | Spanish Fork, UT 84660  |  (801) 804-4530",,school_district,3239
1448,Lake Local Schools,"28090 Lemoyne Road | Millbury, OH 43447 | 419-661-3000",,school_district,3240
1449,Mendon Community Schools,,,school_district,3243
1450,Home of The Raymond Panthers,"2659 76th Street, Franksville, WI 53126 ~  (262) 835-2929",,school_district,3244
1451,Board of Education Room,,Lathrop R-II School District,school_district,3248
1452,Beaver Valley Intermediate Unit 27,,,drop,3249
1453,Victor Valley Community College District,"18422 Bear Valley Road • Victorville, CA 92395 • (760) 245-4271",,school_district,3251
1454,"Marion-Florence USD 408, Kansas","101 N. Thorp | Marion, KS  66861 | 620-382-2117",,school_district,3252
1455,Bellingham Public Schools,"1985 Barkley Boulevard | Bellingham, WA 98226 | Phone: 360-676-6400",,school_district,3254
1456,Shenandoah County Public Schools,"600 N. Main St., Suite 200 | Woodstock, VA 22664 | 540-459-6222 | f 540-459-6707",,school_district,3255
1457,Fall River Public Schools,"417 Rock Street Fall River, MA 02720 | 508.675.8420",,school_district,3256
1458,Franklin Township Community School Corporation,,,school_district,3257
1459,Gem Innovation Schools,,,school_district,3258
1460,Loudoun County Public Schools,"21000 Education Court | Ashburn, VA 20148 | Phone: 571-252-1000",,school_district,3259
1461,Chilton Public Schools,530 Main Street,,school_district,3260
1462,Lafayette Parish School System,"202 Rue Iberville | Lafayette, LA 70508 | 337-521-7000",,school_district,3263
1463,Carey Exempted Village Schools,,,school_district,3266
1464,Ubly Community Schools,,,school_district,3269
1465,Norwalk Public Schools,"125 East Avenue, Norwalk, CT 06852 | Phone 203-854-4000",,school_district,3272
1466,Bentley Community Schools,,,school_district,3274
1467,Cuyahoga Heights Schools,,,school_district,3275
1468,Cardington-Lincoln Local Schools,,,school_district,3276
1469,Arkport CSD,"35 East Ave, Arkport, NY 14807 | 607-295-7471",,school_district,3277
1470,Norway-Vulcan Area Schools,,,school_district,3279
1471,Peralta Community College District,"333 East 8th Street | Oakland, CA 94606 | (510) 466-7202",,school_district,3280
1472,NASD Board of School Directors Meeting,,Nazareth Area School District,school_district,3281
1473,Doddridge County Schools,"268 Bulldog Drive | West Union, WV 26456 | 304-873-2300 | 304-873-2210",,school_district,3290
1474,Wood County Educational Service Center,,,drop,3301
1475,Brushton-Moira Central School,,,school_district,3304
1476,Casa Blanca Community School,"5297 W Nelson Rd, Bapchule, AZ 85121",,school_district,3305
1477,Bath County Public Schools,"12145 Sam Snead Highway Warm Springs, VA | 540-839-2722",,school_district,3307
1478,Hamilton Southeastern Schools,,,school_district,3308
1479,Pymatuning Valley Local Schools,"5445 US Route 6 W | Andover, OH 44003 | 440-293-6488",,school_district,3311
1480,TMSA Central Office,"104 Towerview Court, Cary, NC 27513 | (919) 650-2270",,drop,3318
1481,Guttenberg BOE,"301 69th St Guttenberg, NJ 07093 | 201-861-3100",,school_district,3322
1482,Tucker County Schools,,,school_district,3323
1483,Oppenheim-Ephratah-St. Johnsville CSD,"44 Center Street  St. | Johnsville, NY 13452 | (518) 568-7280",,school_district,3324
1484,Clawson Public Schools,,,school_district,3325
1485,Traverse City Area Public Schools,,,school_district,3326
1486,School Administrative Unit 58,"15 Preble Street, Groveton, NH 03582 | 603-636-1437",,school_district,3327
1487,Tidioute Community Charter School,"241 Main Street, Tidioute, PA 16351 | (814) 484-3550",,school_district,3330
1488,Marion City Schools,"910 E Church St., Marion, OH 43302 | 740-387-3300",,school_district,3334
1489,Southfield Public Schools,,,school_district,3336
1490,Fairfield County ADAMH OH,"108 W. Main St., Suite A Lancaster, Ohio 43130",,school_district,3339
1491,Citrus County School Board,"1007 W Main St, Inverness, FL 34450 | 352-726-1931",,school_district,3342
1492,Prince George County Public Schools,"PO Box 400 Prince George, VA 23875",,school_district,3345
1493,Cerritos College,"11110 Alondra Blvd. Norwalk, California 90650 | (562) 860-2451",,school_district,3346
1494,Cinnaminson Township Public Schools NJ,"2195 Riverton Rd. Cinnaminson, NJ 08077",,school_district,3347
1495,MSD of Boone Township,"307 S. Main St. Hebron, IN 46341 | 219-996-4771 (Opt #8)",,school_district,3348
1496,Evansville Vanderburgh School Corporation,,,school_district,3350
