LEA_NAME,LEAID,STATENAME,url
Animo Ralph Bunche Charter High District,601899,CALIFORNIA,
Alliance Piera Barbaglia Shaheen HLT SRVs Acad DIST,601900,CALIFORNIA,
PUC Milagro Charter District,601905,CALIFORNIA,
ICEF Vista Middle Academy District,601918,CALIFORNIA,
Ballington Acad for the Arts and Scis - San Bernardino DIST,601919,CALIFORNIA,
Rise Kohyang High District,601946,CALIFORNIA,
Animo James B. Taylor Charter Middle District,601960,CALIFORNIA,
MAAC Community Charter District,601988,CALIFORNIA,
Ednovate - Esperanza College Prep District,602004,CALIFORNIA,
Invictus Academy of Richmond District,602037,CALIFORNIA,
Ingenium Clarion Charter Middle District,602063,CALIFORNIA,
Aveson School of Leaders District,602074,CALIFORNIA,
Alain Leroy Locke College Preparatory Academy District,602092,CALIFORNIA,
Animo Florence-Firestone Charter Middle District,602096,CALIFORNIA,
KIPP Iluminar Academy District,602142,CALIFORNIA,
Alliance Gertz-Ressler Richard Merkin 6-12 Complex District,602176,CALIFORNIA,
Aveson Global Leadership Academy District,602181,CALIFORNIA,
Animo Compton Charter District,602187,CALIFORNIA,
Para Los Ninos - Evelyn Thurman Gratts Primary District,602189,CALIFORNIA,
Animo Watts College Preparatory Academy District,602219,CALIFORNIA,
Animo Pat Brown District,602257,CALIFORNIA,
Alliance Ouchi-O'Donovan 6-12 Complex District,602266,CALIFORNIA,
Alliance Tennenbaum Family Technology High District,602289,CALIFORNIA,
HomeTech Charter District,602339,CALIFORNIA,
Ednovate - USC Hybrid High College Prep District,602345,CALIFORNIA,
Alliance Patti And Peter Neuwirth Leadership Acad DIST,602362,CALIFORNIA,
Animo Venice Charter High District,602461,CALIFORNIA,
KIPP Pueblo Unido District,602496,CALIFORNIA,
OCASA College Prep District,602539,CALIFORNIA,
Ednovate - South LA College Prep District,602540,CALIFORNIA,
Mayacamas Charter Middle District,691142,CALIFORNIA,
Adams-Arap 28J Aurora AU,800255,COLORADO,
Uncompahgre BOCES AU,800262,COLORADO,
Adams 12 Northglenn AU,800268,COLORADO,
Rio Blanco BOCES AU,800277,COLORADO,
CMHI Pueblo,800287,COLORADO,
Cherry Creek School District No. 5 in the county of Arapah,802910,COLORADO,
De Beque Joint District No. 49 of the counties of Mesa and,803240,COLORADO,
Fowler School District No. R4J,804110,COLORADO,
Manzanola Joint District No. 3J of the counties of Otero a,805520,COLORADO,
Las Americas Aspira Academy,1000050,DELAWARE,
The Next Step/El Proximo Paso PCS,1100017,DISTRICT OF COLUMBIA,
LAYC Career Academy PCS,1100091,DISTRICT OF COLUMBIA,
Statesmen College Preparatory Academy for Boys PCS,1100110,DISTRICT OF COLUMBIA,
State Specialty Schools II- Statesboro STEAM Academy,1300005,GEORGIA,
Okefenokee RESA,1300021,GEORGIA,
State Specialty Schools II- Pataula Charter Academy,1300218,GEORGIA,
State Specialty Schools I- Scintilla Charter Academy,1300236,GEORGIA,
State Specialty Schools II- Baconton Community Charter Sch,1300256,GEORGIA,
State Specialty Schools II- Georgia Fugees Academy Charter,1300263,GEORGIA,
Thomaston-Upson County,1305280,GEORGIA,
THE KOOTENAI BRIDGE ACADEMY INC.,1600149,IDAHO,
CHIEF TAHGEE ELEMENTARY ACADEMY INC.,1600163,IDAHO,
KTEC - Kootenai Tech Ed Campus,1600167,IDAHO,
PLUMMER-WORLEY JOINT DISTRICT,1600815,IDAHO,
KAMIAH JOINT DISTRICT,1601620,IDAHO,
OROFINO JOINT DISTRICT,1602520,IDAHO,
KOOTENAI CLASSICAL ACADEMY INC,1603513,IDAHO,
PINECREST ACADEMY OF LEWISTON INC,1603514,IDAHO,
IDAHO NOVUS CLASSICAL ACADEMY LLC,1603517,IDAHO,
IDJJ Sch Dist 428,1700006,ILLINOIS,
Joppa-Maple Grove UD 38,1700015,ILLINOIS,
Speed SEJA #802,1700029,ILLINOIS,
TrueNorth Educl Cooprtv 804,1700031,ILLINOIS,
Gibson City-Melvin-Sibley CUSD 5,1700041,ILLINOIS,
Spec Educ Dist Lake County/Sedol,1700059,ILLINOIS,
Saunemin CCSD 438,1700065,ILLINOIS,
Macon-Piatt Spec Educ Jnt Agr,1700069,ILLINOIS,
Georgetown-Ridge Farm CUD 4,1700092,ILLINOIS,
Brussels CUSD 42,1700102,ILLINOIS,
Henry-Senachwine CUSD 5,1700115,ILLINOIS,
Lostant CUSD 425,1700120,ILLINOIS,
Lewistown CUSD 97,1700153,ILLINOIS,
Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE,1700165,ILLINOIS,
Calhoun/Greene/Jersy/Macoupin ROE,1700169,ILLINOIS,
Clintn/Jeffrsn/Marin/Washngtn ROE,1700174,ILLINOIS,
Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb,1700175,ILLINOIS,
Cowden-Herrick CUSD 3A,1700176,ILLINOIS,
DeWitt/Livingstn/Logan/McLean ROE,1700177,ILLINOIS,
Edw/Glt/Hlt/Hdn/Pop/Sln/Wbh/Wn/Wh,1700180,ILLINOIS,
Alxndr/Jcksn/Pulsk/Prry/Union ROE,1700190,ILLINOIS,
Spec Ed Dist of McHenry Co-Sedom,1700207,ILLINOIS,
Okaw Valley CUSD 302,1700223,ILLINOIS,
Bond Fayette Effingham EFE 410,1700234,ILLINOIS,
Clay/Jasper/Richland/N Wayne RDS,1700244,ILLINOIS,
Evanston Dists 65/202 Jnt Agr,1700246,ILLINOIS,
Heart of IL Low Incidence  Hilia,1700262,ILLINOIS,
DuPage Area Occup Educ Sys,1700264,ILLINOIS,
Delabar CTE System,1700273,ILLINOIS,
Starved Rock for Voc Tech Ed,1700283,ILLINOIS,
Okaw Regional Voc System,1700292,ILLINOIS,
Tazewell Co Area EFE RDS,1700309,ILLINOIS,
Monmouth-Roseville CUSD 238,1700320,ILLINOIS,
Jamp Spec Educ Services,1700329,ILLINOIS,
La Harpe CSD 347,1701381,ILLINOIS,
Des Plaines Valley EFE,1701394,ILLINOIS,
Southland College Prep Chtr HS,1701400,ILLINOIS,
Odin PSD 722,1701404,ILLINOIS,
East Coloma - Nelson CESD 20,1701411,ILLINOIS,
Abingdon-Avon CUSD 276,1701413,ILLINOIS,
B H R A Cooperative HS,1701433,ILLINOIS,
Dimmick Comm Cons SD #175,1701434,ILLINOIS,
Elgin Math and Science Acad Chtr,1701435,ILLINOIS,
Allen-Otter Creek CCSD 65,1703420,ILLINOIS,
Alsip-Hazlgrn-Oaklwn SD 126,1703480,ILLINOIS,
AlWood CUSD 225,1703660,ILLINOIS,
Amboy CUSD 272,1703690,ILLINOIS,
Anna Jonesboro CHSD 81,1703780,ILLINOIS,
Annawan CUSD 226,1703810,ILLINOIS,
Arcola CUSD 306,1703960,ILLINOIS,
Argenta-Oreana CUSD 1,1703990,ILLINOIS,
Astoria CUSD 1,1704440,ILLINOIS,
Beardstown CUSD 15,1705310,ILLINOIS,
Marseilles ESD 150,1705466,ILLINOIS,
Bismarck Henning CUSD,1706390,ILLINOIS,
Braceville SD 75,1706840,ILLINOIS,
Breese ESD 12,1707010,ILLINOIS,
Brimfield CUSD 309,1707200,ILLINOIS,
Paxton-Buckley-Loda CUD 10,1707650,ILLINOIS,
Buncombe Cons SD 43,1707740,ILLINOIS,
Burnham SD 154-5,1707860,ILLINOIS,
Bushnell Prairie City CUSD 170,1707950,ILLINOIS,
Carbon Cliff-Barstow SD 36,1708310,ILLINOIS,
Carmi-White County CUSD 5,1708500,ILLINOIS,
Cerro Gordo CUSD 100,1709330,ILLINOIS,
Chadwick-Milledgeville CUSD 399,1709400,ILLINOIS,
Cissna Park CUSD 6,1710290,ILLINOIS,
Cobden SUD 17,1710570,ILLINOIS,
Colona SD 190,1710690,ILLINOIS,
Westville CUSD 2,1710820,ILLINOIS,
Creston CCSD 161,1711220,ILLINOIS,
Damiansville SD 62,1711730,ILLINOIS,
Deer Creek-Mackinaw CUSD 701,1711880,ILLINOIS,
Deland-Weldon CUSD 57,1712030,ILLINOIS,
Delavan CUSD 703,1712060,ILLINOIS,
DePue USD 103,1712090,ILLINOIS,
Earlville CUSD 9,1712930,ILLINOIS,
East Alton-Wood River CHSD 14,1712990,ILLINOIS,
Harmony Emge SD 175,1714220,ILLINOIS,
Eswood CCSD 269,1714410,ILLINOIS,
Ewing Northern CCSD 115,1714640,ILLINOIS,
Fieldcrest CUSD 6,1715100,ILLINOIS,
Forrestville Valley CUSD 221,1715490,ILLINOIS,
Freeburg CCSD 70,1715820,ILLINOIS,
Freeburg CHSD 77,1715840,ILLINOIS,
Gardner S Wilmington Twp HSD 73,1716260,ILLINOIS,
Geff CCSD 14,1716320,ILLINOIS,
Gifford CCSD 188,1716650,ILLINOIS,
Grayville CUSD 1,1717580,ILLINOIS,
Greenview CUSD 200,1717700,ILLINOIS,
Hartsburg Emden CUSD 21,1718390,ILLINOIS,
W Harvey-Dixmoor PSD 147,1718480,ILLINOIS,
Havana CUSD 126,1718510,ILLINOIS,
Hazel Crest SD 152-5,1718600,ILLINOIS,
Hoopeston Area CUSD 11,1719660,ILLINOIS,
Iuka CCSD 7,1720250,ILLINOIS,
Lena Winslow CUSD 202,1722530,ILLINOIS,
Limestone Walters CCSD 316,1722920,ILLINOIS,
Ludlow CCSD 142,1723700,ILLINOIS,
Malden CCSD 84,1724120,ILLINOIS,
Mazon-Verona-Kinsman ESD 2C,1725190,ILLINOIS,
Mendota CCSD 289,1725620,ILLINOIS,
Mendota Twp HSD 280,1725650,ILLINOIS,
Meredosia-Chambersburg CUSD 11,1725680,ILLINOIS,
Metamora CCSD 1,1725740,ILLINOIS,
Montmorency CCSD 145,1726590,ILLINOIS,
Morrisonville CUSD 1,1726760,ILLINOIS,
Nauvoo-Colusa CUSD 325,1727780,ILLINOIS,
Nettle Creek CCSD 24C,1727930,ILLINOIS,
N Pekin & Marquette Hght SD 102,1728920,ILLINOIS,
Odell CCSD 435,1729520,ILLINOIS,
R O W V A CUSD 208,1729940,ILLINOIS,
Orangeville CUSD 203,1730060,ILLINOIS,
Pana CUSD 8,1730630,ILLINOIS,
Peotone CUSD 207U,1731290,ILLINOIS,
Pinckneyville CHSD 101,1731620,ILLINOIS,
Pikeland CUSD 10,1731710,ILLINOIS,
Potomac CUSD 10,1732090,ILLINOIS,
Pontiac CCSD 429,1732160,ILLINOIS,
Posen-Robbins ESD 143-5,1732370,ILLINOIS,
Prairie Du Rocher CCSD 134,1732490,ILLINOIS,
Princeville CUSD 326,1732770,ILLINOIS,
Richland GSD 88A,1733450,ILLINOIS,
River Grove SD 85-5,1733840,ILLINOIS,
Roanoke Benson CUSD 60,1734140,ILLINOIS,
Rossville-Alvin CUSD 7,1734870,ILLINOIS,
Selmaville CCSD 10,1735770,ILLINOIS,
Southeastern CUSD 337,1736610,ILLINOIS,
Spoon River Valley CUSD 4,1736960,ILLINOIS,
St Elmo CUSD 202,1737230,ILLINOIS,
St Joseph Ogden CHSD 305,1737410,ILLINOIS,
St Libory Cons SD 30,1737440,ILLINOIS,
Stewardson-Strasburg CUD 5A,1737830,ILLINOIS,
V I T CUSD 2,1738490,ILLINOIS,
Taylorville CUSD 3,1738700,ILLINOIS,
Thomasboro CCSD 130,1738790,ILLINOIS,
Tonica CCSD 79,1739180,ILLINOIS,
Tremont CUSD 702,1739390,ILLINOIS,
Waltham CCSD 185,1740620,ILLINOIS,
Warrensburg-Latham CUSD 11,1740830,ILLINOIS,
Warsaw CUSD 316,1740890,ILLINOIS,
Lowpoint-Washburn CUSD 21,1740920,ILLINOIS,
West Lincoln-Broadwell ESD 92,1741600,ILLINOIS,
Wethersfield CUSD 230,1742060,ILLINOIS,
Williamsfield CUSD 210,1742450,ILLINOIS,
IN Sch for the Blind & Vis Imprd,1800023,INDIANA,
Excel Center - Shelbyville,1800175,INDIANA,
Brownstown Cnt Com Sch Corp,1801050,INDIANA,
Cannelton City Schools,1801170,INDIANA,
Centerville-Abington Com Schs,1801560,INDIANA,
Wawasee Community School Corp,1805550,INDIANA,
Mississinewa Community School Corp,1806870,INDIANA,
Louisa-Muscatine Comm School District,1917820,IOWA,
Marshall-Nemaha Co. Ed. Serv. Coop.,2000370,KANSAS,
Bardstown Independent,2100270,KENTUCKY,
Model Laboratory Schools at EKU,2100291,KENTUCKY,
Caverna Independent,2101110,KENTUCKY,
East Bernstadt Independent,2101590,KENTUCKY,
Erlanger-Elsmere Independent,2101740,KENTUCKY,
Middlesboro Independent,2104170,KENTUCKY,
Paintsville Independent,2104680,KENTUCKY,
Raceland-Worthington Independent,2104980,KENTUCKY,
Arthur R. Gould Sch--LCYDC,2300050,MAINE,
Caratunk Public Schools,2300061,MAINE,
Machiasport Public Schools,2300067,MAINE,
Baileyville Public Schools,2302730,MAINE,
Bowerbank Public Schools,2303390,MAINE,
Coplin Plt Public Schools,2304500,MAINE,
Dennistown Plt Public Schools,2304897,MAINE,
East Millinocket Public Schools,2305280,MAINE,
Islesboro Public Schools,2306810,MAINE,
Kingsbury Plt Public Schools,2307110,MAINE,
Frenchboro Public Schools,2307590,MAINE,
Macwahoc Plt School Dept,2307770,MAINE,
Meddybemps Public Schools,2308135,MAINE,
Monhegan Plt School Dept,2308340,MAINE,
Moosabec CSD,2308400,MAINE,
Robbinston Public Schools,2310190,MAINE,
Vanceboro Public Schools,2313080,MAINE,
Vassalboro Public Schools,2313110,MAINE,
Westmanland Public Schools,2313590,MAINE,
RSU 01 - LKRSU,2314772,MAINE,
Fiddlehead School of Arts and Sciences,2314813,MAINE,
Winterville Plt Public Schools,2314825,MAINE,
Moro Plantation Public Schools,2314836,MAINE,
Cape Cod Lighthouse Charter (District),2500024,MASSACHUSETTS,
Codman Academy Charter Public (District),2500070,MASSACHUSETTS,
Somerset Berkley Regional School District,2500541,MASSACHUSETTS,
Southeastern Mass. Educational Collaborative (SMEC),2500560,MASSACHUSETTS,
Bi-County Collaborative (BICO),2500582,MASSACHUSETTS,
Ashburnham-Westminster,2502040,MASSACHUSETTS,
Dover-Sherborn,2504290,MASSACHUSETTS,
Dudley-Charlton Reg,2504360,MASSACHUSETTS,
Gosnold,2505340,MASSACHUSETTS,
Mendon-Upton,2507680,MASSACHUSETTS,
Mount Greylock,2508160,MASSACHUSETTS,
Tantasqua,2511490,MASSACHUSETTS,
Sigel Township S/D #3F,2600010,MICHIGAN,
Sigel Township S/D #4F,2600011,MICHIGAN,
Pansophia Academy,2600068,MICHIGAN,
Nah Tah Wahsh Public School Academy,2600103,MICHIGAN,
AGBU Alex-Marie Manoogian School,2600106,MICHIGAN,
Francis Reh PSA,2600218,MICHIGAN,
University Preparatory Science and Math (PSAD),2600952,MICHIGAN,
University Preparatory Academy (PSAD),2600956,MICHIGAN,
Alternative Educational Academy of Iosco County,2601034,MICHIGAN,
Oakland FlexTech High School,2601043,MICHIGAN,
Innocademy Allegan Campus,2601071,MICHIGAN,
Alternative Educational Academy of Ogemaw County,2601092,MICHIGAN,
Flextech High School Shepherd,2601122,MICHIGAN,
PrepNet Virtual Academy,2601132,MICHIGAN,
KIPP Detroit Imani Academy,2601141,MICHIGAN,
Akron-Fairgrove Schools,2602010,MICHIGAN,
Brandon School District in the Counties of Oakland and Lapee,2606570,MICHIGAN,
Carsonville-Port Sanilac School District,2608160,MICHIGAN,
Chassell Township School District,2608880,MICHIGAN,
Colfax Township S/D #1F,2610230,MICHIGAN,
Croswell-Lexington Community Schools,2611140,MICHIGAN,
Hagar Township S/D #6,2617340,MICHIGAN,
Onekama Consolidated Schools,2626490,MICHIGAN,
Pellston Public Schools,2627720,MICHIGAN,
Unionville-Sebewaing Area S.D.,2634440,MICHIGAN,
Verona Township S/D #1F,2634860,MICHIGAN,
Alpena-Montmorency-Alcona ESD,2680120,MICHIGAN,
Cheb-Otsego-Presque Isle ESD,2680260,MICHIGAN,
Gogebic-Ontonagon ISD,2680420,MICHIGAN,
Mecosta-Osceola ISD,2680770,MICHIGAN,
Sanilac ISD,2680965,MICHIGAN,
Muskegon Maritime Academy,2680996,MICHIGAN,
WATERVILLE-ELYSIAN-MORRISTOWN,2700013,MINNESOTA,
Runestone Area Education District,2700016,MINNESOTA,
WADENA-DEER CREEK SCHOOL DISTRICT,2700022,MINNESOTA,
Lake Agassiz Education Cooperative,2700040,MINNESOTA,
BEMIDJI REGIONAL INTERDIST. COUNCIL,2700051,MINNESOTA,
NRHEG SCHOOL DISTRICT,2700089,MINNESOTA,
CLEARBROOK-GONVICK SCHOOL DISTRICT,2700103,MINNESOTA,
BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2700105,MINNESOTA,
HOWARD LAKE-WAVERLY-WINSTED,2700123,MINNESOTA,
GLENVILLE-EMMONS SCHOOL DISTRICT,2700148,MINNESOTA,
CLINTON-GRACEVILLE-BEARDSLEY,2700150,MINNESOTA,
NERSTRAND CHARTER SCHOOL,2700179,MINNESOTA,
Wasioja Education Technology Co-op,2700199,MINNESOTA,
CROSSLAKE COMMUNITY CHARTER SCHOOL,2700218,MINNESOTA,
SCHOOLCRAFT LEARNING COMMUNITY CHTR,2700225,MINNESOTA,
Twin Cities German Immersion Chtr,2700262,MINNESOTA,
LOVEWORKS ACADEMY FOR ARTS,2700273,MINNESOTA,
NAYTAHWAUSH COMMUNITY SCHOOL,2700275,MINNESOTA,
OSHKI OGIMAAG CHARTER SCHOOL,2700321,MINNESOTA,
TREKNORTH HIGH SCHOOL,2700345,MINNESOTA,
VOYAGEURS EXPEDITIONARY,2700346,MINNESOTA,
AUGSBURG FAIRVIEW ACADEMY,2700350,MINNESOTA,
Ubah Academy,2700363,MINNESOTA,
NASHA SHKOLA CHARTER SCHOOL,2700378,MINNESOTA,
Sejong Academy of Minnesota,2700386,MINNESOTA,
Agamim Classical Academy,2700394,MINNESOTA,
Aurora Waasakone Community of Learn,2700455,MINNESOTA,
Kalon Prep Academy,2700474,MINNESOTA,
Creekstone Montessori Charter,2700475,MINNESOTA,
Ada-Borup-West Public Schools,2700480,MINNESOTA,
Bultum Academy Charter School,2700481,MINNESOTA,
Endazhi-Nitaawiging,2700484,MINNESOTA,
BROWERVILLE PUBLIC SCHOOL DISTRICT,2706300,MINNESOTA,
Butterfield-Odin Public Schools,2707320,MINNESOTA,
Campbell-Tintah Public Schools,2707450,MINNESOTA,
Chokio-Alberta Public Schools,2708940,MINNESOTA,
DILWORTH-GLYNDON-FELTON,2710260,MINNESOTA,
FERTILE-BELTRAMI SCHOOL DISTRICT,2711910,MINNESOTA,
FOSSTON PUBLIC SCHOOL DISTRICT,2712300,MINNESOTA,
Granada Huntley East Chain,2713040,MINNESOTA,
HERON LAKE-OKABENA SCHOOL DISTRICT,2713930,MINNESOTA,
HOLDINGFORD PUBLIC SCHOOL DISTRICT,2714190,MINNESOTA,
PRINSBURG PUBLIC SCHOOL DISTRICT,2716830,MINNESOTA,
KENYON-WANAMINGO SCHOOL DISTRICT,2717100,MINNESOTA,
LA CRESCENT-HOKAH SCHOOL DISTRICT,2717250,MINNESOTA,
LITTLEFORK-BIG FALLS SCHOOL DIST.,2718270,MINNESOTA,
MAHNOMEN PUBLIC SCHOOL DISTRICT,2718660,MINNESOTA,
GRYGLA PUBLIC SCHOOL DISTRICT,2718920,MINNESOTA,
MENAHGA PUBLIC SCHOOL DISTRICT,2720580,MINNESOTA,
MILACA PUBLIC SCHOOL DISTRICT,2720670,MINNESOTA,
MINNEOTA PUBLIC SCHOOL DISTRICT,2721270,MINNESOTA,
NASHWAUK-KEEWATIN SCHOOL DISTRICT,2723310,MINNESOTA,
OSAKIS PUBLIC SCHOOL DISTRICT,2725140,MINNESOTA,
Paynesville Area Schools,2728140,MINNESOTA,
PERHAM-DENT PUBLIC SCHOOL DISTRICT,2728230,MINNESOTA,
PIERZ PUBLIC SCHOOL DISTRICT,2728320,MINNESOTA,
PILLAGER PUBLIC SCHOOL DISTRICT,2728350,MINNESOTA,
ROTHSAY PUBLIC SCHOOL DISTRICT,2732460,MINNESOTA,
SEBEKA PUBLIC SCHOOL DISTRICT,2732970,MINNESOTA,
ULEN-HITTERDAL PUBLIC SCHOOL DIST,2740810,MINNESOTA,
UPSALA PUBLIC SCHOOL DISTRICT,2740860,MINNESOTA,
VERNDALE PUBLIC SCHOOL DISTRICT,2740920,MINNESOTA,
WARROAD PUBLIC SCHOOL DISTRICT,2741850,MINNESOTA,
Waubun-Ogema-White Earth Schools,2742120,MINNESOTA,
LAKE CRYSTAL-WELLCOME MEMORIAL,2791445,MINNESOTA,
MESABI EAST SCHOOL DISTRICT,2791450,MINNESOTA,
Surad Academy,2791459,MINNESOTA,
Irrawaddy Academy,2791462,MINNESOTA,
ROGER AMOS MCMURTRY ADM,2800183,MISSISSIPPI,
STARKVILLE- OKTIBBEHA CONS DIST,2800189,MISSISSIPPI,
JOEL E SMILOW COLLEGIATE,2800193,MISSISSIPPI,
BALDWYN SCHOOL DISTRICT,2800540,MISSISSIPPI,
EAST TALLAHATCHIE CONSOL SCH DIST,2801410,MISSISSIPPI,
NOXUBEE COUNTY SCHOOL DISTRICT,2803300,MISSISSIPPI,
POPLARVILLE SEPARATE SCHOOL DIST,2803720,MISSISSIPPI,
SENATOBIA MUNICIPAL SCHOOL DIST,2803930,MISSISSIPPI,
TISHOMINGO CO SP MUN SCH DIST,2804260,MISSISSIPPI,
WEST TALLAHATCHIE SCHOOL DISTRICT,2804650,MISSISSIPPI,
Musselshell,3000054,MONTANA,
Stillwater/Swt Grass Coop,3000078,MONTANA,
WISNER-PILGER PUBLIC SCHOOLS,3100008,NEBRASKA,
WAUNETA-PALISADE PUBLIC SCHS,3100018,NEBRASKA,
EUSTIS-FARNAM PUBLIC SCHOOLS,3100111,NEBRASKA,
BRUNING-DAVENPORT UNIFIED SYS,3100124,NEBRASKA,
PATHFINDER ED PRG-LANCASTER CO,3100151,NEBRASKA,
NCYF COMMUNITY HIGH SCHOOL,3100177,NEBRASKA,
HUMBOLDT TABLE ROCK STEINAUER,3100179,NEBRASKA,
ALEGENT/IMMANUEL RTC,3100181,NEBRASKA,
